# Title: Precious Metals in SDSS Quasar Spectra I: Tracking the Evolution 
#        of Strong, 1.5 < z < 4.5 C IV Absorbers with Thousands of Systems  
# Authors: Cooksey K.L., Kao M.M., Simcoe R.A., O'Meara J.M., Prochaska J.X. 
# Table: Sightline Summary
# ================================================================================
# Byte-by-byte Description of file: apj453982t2_mrt.txt
# --------------------------------------------------------------------------------
#    Bytes Format Units  Label    Explanations
# --------------------------------------------------------------------------------
#   1- 14 A14    ---    QSO      Adopted QSO identifier (1)
#  16- 17 I2     h      RAh      Hour of Right Ascension (J2000) (2)
#  19- 20 I2     min    RAm      Minute of Right Ascension (J2000) (2)
#  22- 26 F5.2   s      RAs      Second of Right Ascension (J2000) (2)
#      28 A1     ---    DE-      Sign of the Declination (J2000) (2)
#  29- 30 I2     deg    DEd      Degree of Declination (J2000) (2)
#  32- 33 I2     arcmin DEm      Arcminute of Declination (J2000) (2)
#  35- 38 F4.1   arcsec DEs      Arcsecond of Declination (J2000) (2)
#  40- 45 F6.4   ---    zQSO     QSO redshift (2)
#  47- 51 F5.2   pix-1  <S/N>    Median signal-to-noise (3)
#  53- 54 I2     ---    fBAL     Binary BAL flag (4) 
#  56- 59 F4.2   ---    DelXmax  Maximum co-moving pathlength available (5) 
#  61- 62 I2     ---    Num      Number of candidate C IV doublets
#  64- 64 I1     ---    NumCIV   Number of confirmed C IV doublets
#  66- 70 F5.3   ---    delXCIV  ? Pathlength blocked by NumCIV doublets (5)
# --------------------------------------------------------------------------------
# Note (1): From the spectroscopic modified Julian date, plate, and fiber number.
# Note (2): From the DR7 QSO catalog (Schneider et al. 2010).
# Note (3): In the region searched for CIV.
# Note (4): Indicates which sightlines were considered BALs by at least one 
#           author (4) and which were confirmed by the authors as BALs to 
#          exclude (8).
# Note (5): In the sightline.
# --------------------------------------------------------------------------------
53381-1933-225 08 52 43.55 +25 14 12.4 3.3741  8.17  0 1.29  0 0       
51913-0469-344 08 52 45.09 +01 02 39.4 2.5032  7.24  0 1.74  1 0       
52972-1589-539 08 52 46.05 +29 55 01.4 2.4294  4.38  0 3.66  1 0       
52972-1299-437 08 52 46.13 +08 11 21.0 2.1599  6.61  0 2.85  3 1 0.045 
52991-1270-614 08 52 48.14 +31 46 48.1 2.3599  4.11  0 2.30  0 0       
54453-1875-598 08 52 48.38 +62 22 28.0 3.7527  5.13  0 1.45 12 2 0.105 
51913-0469-311 08 52 56.00 +00 54 19.1 1.8909  4.04  0 0.75  0 0       
52668-1189-414 08 52 56.84 +06 58 08.1 2.1579  4.88  0 2.91  0 0       
53379-2085-449 08 52 57.12 +24 31 03.1 3.6167  4.55  0 2.98  1 0       
53711-2281-198 08 52 57.62 +18 11 05.7 1.7201  4.35  0 1.45  0 0       
51877-0447-606 08 52 57.85 +53 17 05.2 1.9043  6.04  0 1.44  0 0       
53680-2280-071 08 53 02.57 +20 04 21.6 1.9214 27.22  0 2.16  2 1 0.027 
53350-1932-521 08 53 03.86 +28 07 11.4 2.9758  5.29  0 1.05  2 1 0.051 
53086-1760-582 08 53 04.35 +09 30 00.8 3.1265  4.70  0 1.16  0 0       
52605-0897-391 08 53 05.81 +45 08 26.8 2.4888  4.58  0 1.69  2 2 0.111 
53815-2430-481 08 53 07.30 +13 40 06.6 1.7470  4.26  0 2.90  0 0       
52974-1271-387 08 53 08.04 +32 38 17.6 1.7167  5.23  0 0.90  1 1 0.090 
54439-1785-129 08 53 08.13 +58 24 33.6 1.7934  4.38  0 1.11  0 0       
52701-1210-527 08 53 08.19 +34 44 12.9 1.8432  4.17  0 1.35  3 2 0.061 
53379-2085-142 08 53 09.70 +23 24 54.3 2.5006  4.39  0 1.34  0 0       
53818-2431-475 08 53 10.35 +15 32 52.9 3.7078  4.47  0 2.15  0 0       
52670-1190-180 08 53 13.54 +04 22 57.2 2.2866 10.79  0 1.73  0 0       
54464-1876-329 08 53 14.85 +64 41 22.1 2.1019  4.82  0 1.49  2 1 0.039 
51912-0468-537 08 53 16.37 +01 40 45.4 1.9398 14.54  0 2.56  0 0       
52605-0897-392 08 53 16.55 +44 56 16.5 2.5404  4.81  0 1.66  2 0       
54453-1875-011 08 53 21.88 +61 05 29.6 1.7004  4.32  0 1.01  0 0       
52972-1589-120 08 53 22.91 +28 41 09.9 2.0939  5.39  0 1.53  3 3 0.143 
52293-0830-431 08 53 23.22 +41 51 21.4 3.3871  4.29  0 1.27  1 1 0.033 
54052-2432-288 08 53 26.58 +15 25 49.7 1.7150 14.07  0 2.40  0 0       
52592-0896-630 08 53 28.39 +43 18 02.3 2.2427  6.47  0 2.46  0 0       
53379-2085-526 08 53 29.31 +24 35 41.7 2.7971  4.39  0 0.87  1 0       
53381-1933-434 08 53 30.69 +25 42 50.0 2.4272  4.21  0 1.45  7 4 0.161 
53379-2085-532 08 53 32.84 +24 09 19.0 1.9448 13.50  0 2.37  1 1 0.030 
54084-2574-573 08 53 33.90 +11 31 40.9 3.7267  5.38  0 1.40  1 0       
54141-2671-544 08 53 36.60 +11 14 11.1 2.5104  5.28  0 2.24  0 0       
53711-2281-173 08 53 36.64 +17 43 47.8 3.2227  4.49  0 1.28  1 0       
53683-2282-362 08 53 36.99 +22 18 17.0 1.7580 10.04  0 1.74  1 1 0.038 
53815-2430-113 08 53 37.36 +12 18 00.3 2.1898  8.36  0 2.74  2 2 0.099 
52703-1199-305 08 53 37.83 +39 28 50.6 1.9613  6.99  0 1.40  0 0       
51900-0449-400 08 53 37.96 +53 53 51.8 1.7072  6.40  0 2.24  1 1 0.027 
54084-2574-579 08 53 39.39 +11 20 00.4 3.3947  7.38  0 3.01  0 0       
51913-0469-326 08 53 41.81 +01 43 07.2 2.1161  5.17  0 1.67  0 0       
52668-1189-442 08 53 41.99 +06 56 54.9 2.3899  4.61 12 1.33  2 0       
52225-0565-246 08 53 43.40 +02 27 21.9 1.8664  5.04  0 2.44  1 1 0.046 
52672-0934-636 08 53 44.17 +35 41 04.5 2.1754  6.20  0 2.10  3 1 0.049 
51912-0468-169 08 53 46.25 +00 08 39.4 2.5779  5.12  0 2.46  1 0       
53820-2433-351 08 53 48.45 +14 34 10.9 1.8450  4.89  0 3.11  0 0       
52643-0935-177 08 53 49.15 +36 21 58.2 2.4218  4.54  0 2.76  2 1 0.039 
53350-1932-589 08 53 50.54 +27 26 53.7 2.4174  4.77  0 1.35  2 2 0.088 
51912-0468-081 08 53 50.77 -00 39 18.9 2.0539  9.92  0 1.46  0 0       
54149-2332-585 08 53 51.21 +06 44 44.8 2.7645  5.66  0 2.83  0 0       
52972-1299-235 08 53 52.77 +07 32 45.6 1.9115  5.59  0 0.85  0 0       
51912-0468-098 08 53 55.03 +00 04 51.8 1.8832  5.84  0 1.15  4 3 0.146 
53818-2431-497 08 53 55.04 +15 52 22.0 3.5082  6.32  0 2.41  0 0       
53379-2085-498 08 53 58.23 +23 51 24.7 2.2351  4.71  0 1.40  0 0       
52670-1190-173 08 53 58.39 +04 20 51.1 1.8778  8.00  0 1.51  0 0       
53765-2400-233 08 53 58.54 +36 48 21.5 2.4026  8.21  0 1.80  2 1 0.033 
51900-0448-449 08 54 03.19 +57 35 43.8 1.7697  7.53  0 1.82  1 0       
53711-2281-044 08 54 05.11 +17 10 37.8 4.4193  4.97  0 1.32  1 0       
53381-1933-377 08 54 05.30 +26 16 21.0 2.0965  8.70  0 1.55  1 1 0.030 
53711-2281-092 08 54 05.43 +17 20 28.7 4.0635  5.04  0 1.55  2 1 0.067 
53381-1933-218 08 54 05.44 +24 38 18.3 1.9219  4.96  0 1.48  2 1 0.046 
52293-0830-410 08 54 06.12 +42 38 10.7 2.3866  5.63  0 1.56  4 2 0.106 
52225-0565-431 08 54 06.99 +03 26 35.4 1.9838  5.39  0 1.39  0 0       
53818-2431-456 08 54 07.70 +16 13 33.0 1.7530 12.05  0 0.82  1 0       
53818-2431-499 08 54 08.67 +15 31 21.8 1.8130  4.12  0 1.33  2 2 0.106 
52701-1210-075 08 54 09.45 +33 30 46.9 1.7299  4.94  0 1.36  1 0       
51924-0483-219 08 54 10.40 +56 51 30.3 1.9941  4.36  0 1.37  0 0       
52293-0830-161 08 54 10.84 +41 29 38.5 3.4592  8.35  0 1.58  0 0       
54052-2432-263 08 54 11.55 +16 05 49.4 2.0233  8.58  0 2.71  0 0       
53381-1933-404 08 54 12.81 +26 38 00.7 2.0210  5.18  0 1.72  4 3 0.180 
51913-0469-356 08 54 13.26 +01 17 43.4 3.5427  4.33  0 2.13  0 0       
52293-0830-401 08 54 15.37 +42 42 34.6 2.1727  5.72  0 1.30  2 1 0.061 
52974-1271-227 08 54 21.15 +32 12 10.7 1.9124  6.37  0 1.46  0 0       
52225-0565-375 08 54 21.22 +03 37 50.1 1.8574  4.57  0 1.49  0 0       
52972-1589-052 08 54 21.80 +29 07 57.5 1.7428  5.05  0 2.44  3 2 0.071 
51993-0551-280 08 54 22.94 +49 40 42.1 1.9315  7.38  0 3.00  4 3 0.164 
51900-0449-366 08 54 24.98 +54 39 38.6 2.2711  5.36  0 1.48  0 0       
52293-0830-406 08 54 25.01 +42 35 17.3 1.8519  8.08  0 1.41  2 2 0.092 
51900-0448-172 08 54 25.52 +55 46 52.0 1.7067  6.91  0 1.41  0 0       
52669-1198-200 08 54 26.29 +39 04 02.4 1.7610  4.09  0 2.85  0 0       
53379-2085-535 08 54 27.03 +24 04 45.2 2.2547  5.53  0 1.51  1 0       
53820-2433-317 08 54 29.40 +12 52 02.0 1.7578  8.68  0 1.73  0 0       
51913-0469-267 08 54 30.17 +00 42 13.6 4.0833  5.13  0 1.37  2 0       
53729-2283-334 08 54 33.33 +19 52 57.1 2.8517  6.37  0 1.51  2 0       
52225-0565-480 08 54 37.59 +03 17 34.8 2.2450  4.61  0 1.85  0 0       
53357-1934-292 08 54 40.76 +27 44 11.1 1.8582  5.41  0 1.38  1 1 0.058 
52225-0565-238 08 54 40.84 +03 00 22.2 1.7691  4.97  0 1.83  0 0       
52238-0764-216 08 54 41.49 +46 52 03.1 2.5132  4.34  0 2.91  1 1 0.034 
54439-1785-447 08 54 46.23 +60 51 07.1 1.8762  5.90  0 2.45  0 0       
53711-2281-566 08 54 50.67 +19 30 36.1 2.2216  6.25  0 1.31  3 2 0.075 
52670-1190-458 08 54 53.52 +05 23 14.7 1.7019  6.70  0 1.40  0 0       
52668-1189-119 08 54 55.69 +05 46 08.3 2.2622  4.21  0 1.80  0 0       
51900-0449-415 08 54 57.12 +54 22 02.2 1.7974  9.38 12 1.53  8 5 0.225 
52668-1189-110 08 55 01.03 +05 48 51.1 2.0303  5.59  0 1.70  0 0       
51924-0483-224 08 55 01.43 +55 38 33.0 2.3560  6.13  0 1.39  0 0       
52294-0831-360 08 55 01.70 +43 07 19.3 1.8620  4.64  0 0.74  0 0       
53711-2281-559 08 55 01.81 +18 24 37.7 3.9641  4.98  0 1.29  1 1 0.031 
53818-2431-528 08 55 03.39 +16 51 06.6 1.9335  5.84  0 1.54  2 2 0.077 
52972-1589-523 08 55 03.81 +29 32 48.9 3.3884  5.16  0 1.54  2 1 0.042 
53765-2400-472 08 55 04.41 +37 39 47.9 2.8419  4.08  0 1.41  1 1 0.029 
51913-0469-280 08 55 04.92 +00 50 29.8 2.0759  4.26  0 1.32  0 0       
52972-1589-033 08 55 05.26 +28 51 52.6 3.2951  4.06  0 1.29  0 0       
51877-0447-032 08 55 05.59 +52 05 15.0 2.0520  4.49  0 0.96  2 2 0.068 
53379-2085-562 08 55 05.92 +24 13 51.6 2.4411  4.54  0 2.27  1 0       
51924-0483-240 08 55 06.94 +55 50 44.9 1.8852  4.25  0 1.49  0 0       
53765-2400-234 08 55 09.26 +36 41 35.3 2.6750  5.21  0 1.55  2 1 0.067 
54085-2575-336 08 55 09.68 +11 59 04.0 2.2985  4.65  0 0.95  1 1 0.038 
54439-1785-166 08 55 09.77 +59 32 04.3 2.3076  4.80  0 1.28  3 1 0.030 
53711-2281-108 08 55 10.10 +17 56 58.7 2.1400  6.90  0 1.50  2 1 0.052 
52668-1189-561 08 55 11.86 +06 57 01.7 1.7558  4.46  0 1.43  1 0       
53381-1933-167 08 55 12.32 +25 12 08.6 2.2634  7.02  0 1.34  0 0       
51913-0469-291 08 55 13.18 +00 13 19.4 2.0073  5.79  0 0.81  0 0       
52238-0764-370 08 55 13.51 +48 47 34.4 2.1772  7.14  0 1.23  4 3 0.119 
52705-0936-317 08 55 17.21 +37 34 35.5 1.8234  6.03  0 1.68  0 0       
52668-1189-019 08 55 17.66 +05 36 06.6 2.2941  6.17  0 1.35  2 0       
52974-1590-264 08 55 17.70 +29 21 30.4 2.3193  4.22  0 1.63  2 1 0.043 
52238-0764-377 08 55 22.36 +48 51 05.5 1.8779  4.53  0 1.37  2 0       
52705-0936-346 08 55 22.87 +37 54 25.9 2.2977  4.42  0 1.32  0 0       
52643-0935-094 08 55 24.69 +36 04 48.0 1.7418  5.07  0 1.11  0 0       
52605-0897-210 08 55 27.19 +43 15 57.9 1.7784  4.44  0 0.85  0 0       
52643-0935-051 08 55 28.33 +36 01 18.3 2.2642  5.84  0 1.49  0 0       
53379-2085-066 08 55 28.98 +22 57 33.6 2.8841  4.69  0 2.30  4 3 0.130 
54526-2913-496 08 55 30.32 +03 18 41.5 2.7572  4.40  0 1.44  1 1 0.085 
52670-1190-494 08 55 30.98 +04 42 37.4 1.7700  4.61  0 2.09  0 0       
52974-1271-472 08 55 31.08 +32 27 28.4 3.2606  4.37  0 1.34  0 0       
53711-2281-111 08 55 34.23 +17 55 02.3 3.7250  5.91  0 1.47  0 0       
51993-0551-489 08 55 34.41 +51 06 32.7 3.2597  4.66  0 2.88  6 4 0.241 
53357-1934-267 08 55 34.79 +28 00 18.4 3.6016  4.31  0 1.47  1 1 0.054 
53683-2282-233 08 55 37.03 +21 20 55.7 1.9110  7.16  0 1.76  5 1 0.068 
52668-1189-589 08 55 38.14 +06 26 17.0 1.7387  5.84  0 1.38  0 0       
52605-0897-370 08 55 38.90 +45 35 17.2 1.9363  9.28  0 1.48  2 1 0.029 
53711-2281-567 08 55 44.47 +19 37 21.1 2.0541  4.13  0 2.47  3 2 0.087 
53350-1932-038 08 55 44.72 +26 41 32.5 1.8814  7.56  0 1.34  0 0       
53357-1934-383 08 55 44.76 +28 41 39.9 2.2848  5.33  0 0.70  3 0       
52972-1299-403 08 55 46.23 +08 20 51.2 4.2854  7.17  0 1.51  0 0       
53381-1933-451 08 55 47.36 +26 43 15.4 1.8339  6.13  0 1.32  2 2 0.066 
53711-2281-570 08 55 48.18 +19 33 30.8 1.9276  7.21  0 2.91  4 0       
53350-1932-022 08 55 48.35 +26 37 49.3 3.0473  4.14  0 2.51  2 1 0.042 
54052-2432-232 08 55 49.40 +16 14 10.8 2.6202  9.69  0 1.37  1 1 0.039 
52238-0764-137 08 55 50.00 +46 48 07.0 2.0805  9.29  0 1.67  0 0       
52670-1190-003 08 55 50.51 +03 59 54.1 2.2260  5.30  0 1.46  0 0       
54453-1875-031 08 55 52.86 +61 52 37.4 1.7162  4.63  0 1.51  0 0       
53051-1738-272 08 55 55.50 +09 41 54.2 2.1896 14.38  0 2.59  0 0       
52669-1198-100 08 55 56.62 +38 32 32.7 2.0660  4.12  0 0.99  0 0       
51912-0468-563 08 56 00.36 +01 53 36.7 1.8298  4.03  0 1.72  0 0       
51900-0448-041 08 56 05.61 +54 51 09.4 1.9893  8.82  0 2.41  1 1 0.049 
52703-1199-223 08 56 06.89 +39 39 24.0 4.1053  6.12  0 1.62  2 0       
52643-0935-448 08 56 09.46 +37 49 28.8 2.5705  5.12  0 1.19  0 0       
53711-2281-601 08 56 10.12 +19 26 33.2 2.2287  4.05  0 1.32  0 0       
52293-0830-146 08 56 11.69 +41 15 16.8 3.6817  6.49  0 1.77  2 2 0.141 
53729-2283-373 08 56 12.26 +19 58 41.7 1.9947  4.23  0 1.50  0 0       
54085-2575-257 08 56 12.96 +10 33 01.6 2.0752  7.09  0 0.83  0 0       
52701-1210-639 08 56 18.22 +33 50 42.8 1.7256  6.83  0 1.54  2 2 0.155 
53711-2281-066 08 56 19.15 +17 47 53.0 1.8264  8.96  0 1.93  0 0       
53379-2085-581 08 56 19.18 +23 55 31.8 2.5312  5.39  0 1.50  4 2 0.095 
52974-1271-449 08 56 21.53 +33 01 06.8 2.0416  5.61  0 1.93  3 2 0.122 
52670-1190-552 08 56 24.19 +04 47 37.4 2.0497  6.86  0 1.39  1 1 0.037 
51913-0469-252 08 56 24.21 -00 19 48.1 1.9485  8.20  0 0.95  0 0       
53051-1738-339 08 56 24.92 +10 20 17.0 3.6791  5.27  0 1.43  1 1 0.035 
52705-0936-284 08 56 26.34 +36 57 44.9 1.8328  9.65  0 1.45  1 0       
51992-0552-323 08 56 26.40 +51 56 23.2 2.1992  6.39  0 1.41  2 0       
53729-2283-378 08 56 26.47 +19 41 37.7 2.8176  6.06  0 2.07  1 1 0.040 
53683-2282-201 08 56 26.49 +20 41 37.2 2.1184  5.39  0 1.07  1 1 0.029 
53820-2433-174 08 56 26.95 +13 08 14.9 2.0352  9.29  0 1.54  1 0       
54085-2575-396 08 56 26.96 +11 35 48.4 1.7505  5.06  0 1.34  1 1 0.034 
52972-1299-173 08 56 27.09 +07 40 31.7 1.8857  5.07  0 1.36  4 2 0.103 
52974-1590-356 08 56 30.42 +31 07 59.4 3.5064  4.56  0 2.66  3 2 0.085 
52670-1190-553 08 56 30.61 +04 55 05.6 3.5313  9.16  0 2.22  0 0       
52703-1199-211 08 56 30.76 +39 05 21.5 1.8771  4.74  0 2.04  0 0       
54464-1876-233 08 56 32.01 +63 25 04.8 2.0633  5.68  0 1.10  0 0       
53815-2430-006 08 56 33.57 +12 34 28.5 3.1948  6.13  0 1.49  1 0       
53683-2282-203 08 56 34.01 +20 21 09.4 3.7292  5.67  0 1.82  0 0       
52974-1590-350 08 56 36.11 +31 04 07.3 2.3007  6.96  0 1.43  2 1 0.051 
54085-2575-241 08 56 36.31 +10 26 51.4 1.7196  8.20  0 1.70  0 0       
53051-1738-399 08 56 37.12 +09 50 33.2 2.0879  9.59  0 1.78  1 1 0.039 
52225-0565-418 08 56 38.50 +03 38 07.5 2.0382  4.18  0 0.88  2 1 0.057 
53051-1738-279 08 56 39.00 +09 39 25.7 1.8921  4.54  0 1.45  0 0       
53815-2430-610 08 56 40.78 +13 40 32.9 1.8871  4.11  0 1.06  0 0       
52974-1271-083 08 56 41.70 +31 41 21.1 3.6356  5.22  0 1.42  2 0       
52974-1271-161 08 56 43.38 +32 12 42.2 3.2316  4.60  0 1.40  2 2 0.079 
53381-1933-504 08 56 44.96 +26 11 44.6 2.2824  6.90  0 2.71  0 0       
52974-1590-274 08 56 47.17 +29 37 00.5 2.4207  7.58  0 2.20  0 0       
54085-2575-206 08 56 47.32 +10 52 34.1 3.9704  4.66  0 1.57  1 1 0.040 
54439-1785-521 08 56 48.97 +60 43 14.1 2.0550 14.51  0 2.74  0 0       
53820-2433-440 08 56 49.53 +14 21 57.8 2.1074  6.29  0 1.36  1 1 0.041 
51912-0468-017 08 56 51.19 +00 07 01.5 1.8226  5.08  0 1.53  0 0       
52605-0897-138 08 56 51.38 +43 58 12.1 3.5285  6.45  0 1.34  1 1 0.033 
52643-0935-003 08 56 52.28 +35 58 12.0 2.8799  4.12  0 0.85  1 1 0.027 
53711-2281-069 08 56 53.19 +17 44 00.7 4.1940  9.70  0 1.64  0 0       
53683-2282-206 08 56 53.58 +20 15 41.7 4.0641  5.09  0 1.51  0 0       
52225-0565-455 08 56 53.69 +03 34 37.7 2.1632  5.89  0 0.62  0 0       
52974-1271-178 08 56 55.49 +32 05 54.9 1.9435  8.00  0 1.42  2 1 0.036 
54085-2575-369 08 56 55.75 +11 58 01.9 1.7629  8.23  0 1.37  2 1 0.040 
53683-2282-190 08 56 57.23 +21 11 43.6 2.1063  9.02  0 0.76  2 2 0.131 
52974-1271-042 08 56 58.02 +31 15 41.7 2.0837  4.81  0 1.54  0 0       
52293-0830-151 08 56 58.18 +41 30 53.5 2.1677  6.18  0 1.50  1 1 0.055 
52670-1190-567 08 56 58.37 +05 40 01.9 2.1380  4.36  0 1.05  1 1 0.029 
53729-2283-416 08 56 59.71 +19 52 43.4 1.8802  5.28  0 1.72  0 0       
52668-1189-636 08 57 01.60 +06 21 08.8 1.9555  4.03  0 1.31  0 0       
52964-1211-461 08 57 04.76 +35 19 50.0 2.0264  6.01  0 2.58  0 0       
53381-1933-512 08 57 05.45 +25 42 39.8 3.8574  4.66  0 1.76  0 0       
54526-2913-523 08 57 06.75 +04 08 20.9 2.4638  5.69  0 1.64  3 3 0.181 
52703-1199-339 08 57 07.21 +40 37 31.1 2.0682  5.45  0 1.66  0 0       
52974-1271-166 08 57 07.94 +32 10 31.9 4.7755  4.84  0 1.41  1 1 0.054 
51993-0551-438 08 57 11.16 +51 23 17.7 2.3186  4.23  0 0.86  0 0       
52670-1190-067 08 57 11.87 +04 17 18.9 2.1108  5.40  0 0.94  0 0       
53379-2085-589 08 57 16.96 +23 41 17.9 1.7691  4.62  0 1.28  0 0       
52703-1199-186 08 57 21.14 +39 27 16.5 1.7729  5.46  0 1.38  1 1 0.055 
51913-0469-199 08 57 22.30 +01 05 04.5 2.0688  4.08  0 1.42  1 0       
51912-0468-004 08 57 23.32 -00 15 24.3 1.7004  4.94  0 1.53  0 0       
53711-2281-630 08 57 26.78 +18 55 24.3 1.8909  4.62  0 0.81  6 3 0.140 
52293-0830-574 08 57 28.69 +42 36 47.5 2.0086  6.89  0 2.05  0 0       
53381-1933-149 08 57 28.90 +25 14 56.5 2.5446 10.38  0 1.92  0 0       
52705-0936-260 08 57 31.90 +36 54 46.5 2.9033  6.30  0 1.51  1 0       
53765-2400-172 08 57 33.39 +37 00 45.6 2.9049  7.80  0 1.37  0 0       
51900-0449-455 08 57 34.56 +54 59 01.6 2.9837 10.81  0 1.50  1 1 0.089 
54453-1875-624 08 57 36.15 +62 18 48.4 2.4266  4.74  0 0.67  1 1 0.030 
54085-2575-433 08 57 36.45 +11 44 25.8 1.8520  6.06  0 2.02  0 0       
54085-2575-223 08 57 36.84 +11 16 15.0 3.7487  4.58  0 1.58  1 0       
52972-1589-619 08 57 37.18 +29 41 32.4 3.1042  4.05  0 1.37  4 1 0.054 
52703-1199-204 08 57 37.58 +39 01 20.4 1.9392  4.76  0 2.57  2 1 0.065 
53051-1738-216 08 57 39.12 +09 01 31.2 3.0852  4.34  0 1.17  0 0       
52643-0935-561 08 57 41.04 +37 38 10.6 1.9080  5.75  0 1.25  0 0       
53379-2085-613 08 57 43.22 +24 01 28.9 1.7243  5.36  0 1.51  0 0       
52972-1589-614 08 57 43.66 +29 27 10.3 2.4520  9.26  0 1.57  1 1 0.072 
53818-2431-617 08 57 47.24 +16 21 00.0 2.5507  5.25  0 1.59  2 2 0.082 
53820-2433-422 08 57 47.79 +14 48 32.3 1.9566  9.19  0 2.57  4 1 0.038 
51913-0469-401 08 57 47.90 +02 13 00.6 2.0791  5.30  0 1.71  1 1 0.066 
53381-1933-532 08 57 50.12 +26 36 34.3 2.1402  5.55  0 1.69  0 0       
54085-2575-371 08 57 51.05 +11 57 32.1 1.7256  8.12  0 1.35  0 0       
52238-0764-057 08 57 53.05 +47 04 39.2 3.2560  4.59  0 1.47  0 0       
51912-0468-594 08 57 53.40 +01 05 11.1 3.3081  6.32  0 1.30  1 1 0.046 
52974-1271-058 08 57 54.40 +31 30 26.9 3.3005  5.84  0 3.06  0 0       
52238-0764-048 08 57 56.37 +46 34 24.3 1.9296  9.08  0 1.36  1 0       
52238-0764-451 08 57 58.30 +48 19 29.3 1.7557  7.38  0 1.57  0 0       
54464-1876-195 08 57 58.53 +63 49 33.7 3.3781  5.03  0 0.61  1 1 0.027 
53381-1933-520 08 57 59.84 +25 37 50.8 1.8162  5.97  0 2.01  4 1 0.042 
52972-1299-144 08 58 05.29 +07 42 42.4 1.9176  4.08  0 1.57  1 1 0.052 
51900-0449-137 08 58 05.31 +53 00 38.5 3.8951  4.01  0 1.52  0 0       
53381-1933-110 08 58 07.87 +25 20 24.8 2.1945  4.19  0 1.35  2 1 0.031 
52238-0764-142 08 58 10.32 +47 23 47.4 1.9117  5.52  0 2.39  0 0       
52669-1198-445 08 58 11.82 +40 29 48.1 1.7406  4.11  0 2.22  1 0       
54526-2913-571 08 58 13.44 +04 02 18.9 2.8500  6.02  0 1.34  0 0       
51900-0449-459 08 58 13.89 +54 46 07.8 1.8607  5.81  0 1.33  3 2 0.094 
52974-1590-166 08 58 15.04 +30 22 39.6 2.3640  4.32  0 2.19  0 0       
52972-1299-555 08 58 16.82 +08 04 37.7 3.3784  6.32  0 0.70  2 0       
51913-0469-475 08 58 17.26 +01 12 46.6 1.8193  8.10  0 1.77  0 0       
52974-1271-560 08 58 17.57 +32 23 49.7 3.5044  5.29  0 2.17  4 1 0.047 
51913-0469-404 08 58 18.80 +01 51 00.7 1.7242  6.78  0 1.28  1 1 0.030 
51900-0449-529 08 58 21.87 +54 53 22.6 2.2717  4.47  0 2.31  0 0       
51993-0551-539 08 58 22.19 +50 44 44.6 2.2046  6.03  0 1.46  0 0       
52964-1211-492 08 58 22.66 +34 57 06.2 3.8706  8.80  0 1.40  7 2 0.075 
51924-0483-465 08 58 24.67 +57 28 33.5 2.1239  4.03  0 2.33  0 0       
53381-1933-566 08 58 24.79 +26 59 03.0 2.4720 12.48  0 1.82  0 0       
51912-0468-036 08 58 25.71 +00 50 06.7 2.8550  5.28  0 1.57  0 0       
54052-2432-370 08 58 26.97 +17 04 07.2 3.1676  8.05  0 1.56  1 1 0.032 
51913-0469-167 08 58 28.22 +00 56 41.8 1.8237  4.01  0 1.27  2 0       
52974-1590-236 08 58 28.44 +29 48 55.6 2.1690  5.35  0 1.51  2 2 0.107 
51900-0448-075 08 58 31.30 +55 49 22.2 2.0652  5.00  0 1.32  0 0       
54464-1876-242 08 58 32.17 +62 41 59.1 2.9531  5.60  0 1.11  1 1 0.083 
52238-0764-507 08 58 32.39 +48 18 21.6 2.3933  7.35  0 1.35  2 2 0.080 
51913-0469-449 08 58 32.63 +02 17 27.9 1.9180  7.95  0 1.57  0 0       
52669-1198-531 08 58 33.02 +40 12 03.1 3.0118  6.61  0 1.03  1 1 0.029 
52972-1299-539 08 58 33.16 +08 15 32.3 1.8041  5.10  0 1.42  1 1 0.039 
53683-2282-087 08 58 34.47 +20 07 42.4 2.3730  5.68  0 1.43  2 1 0.035 
53381-1933-102 08 58 34.69 +25 14 08.6 1.7526  4.31  0 1.98  0 0       
53765-2400-456 08 58 35.42 +38 16 02.5 3.0852  8.33  0 2.67  0 0       
53820-2433-508 08 58 35.64 +14 33 54.1 2.1628  4.99  0 1.52  4 2 0.089 
52238-0764-530 08 58 37.05 +48 30 22.5 2.0257  4.67  0 1.37  4 3 0.131 
52670-1190-614 08 58 37.95 +05 21 41.7 3.5284  6.60  0 0.82  7 0       
53820-2433-102 08 58 41.93 +12 49 32.1 2.0777  7.94  0 1.41  1 1 0.102 
52972-1589-618 08 58 43.51 +29 29 19.7 1.9934 11.02  0 1.56  0 0       
52669-1198-532 08 58 44.34 +40 27 29.7 1.8084  5.44  0 2.49  2 1 0.055 
52974-1271-004 08 58 44.45 +31 26 37.0 2.0753  6.61  0 1.67  0 0       
53381-1933-608 08 58 45.19 +26 30 46.4 1.7801  4.20  0 0.80  0 0       
52972-1299-582 08 58 48.05 +08 03 27.8 1.7926  6.05  0 1.52  1 1 0.089 
52974-1590-471 08 58 48.35 +31 01 27.9 2.9702  6.97  0 1.01  0 0       
53729-2283-094 08 58 48.96 +18 01 09.9 2.6191  5.95  0 2.25  0 0       
51993-0551-511 08 58 50.21 +51 46 55.1 2.0244  7.41  0 1.71  0 0       
