# plate-fiber-mjd z_abs rEW_MgII rEWerr_MgII wlim_Chicago Wobs_MgII grade_chicago, type_chicago, z_qso_dr7 rEW_MgII_chicago rEWerr_MgII_chicago
      1427-218-52996 1.682990 0.617967 0.093180 0.200000 7502.713236  C    M 1.787800 0.617967 0.093180
      1427-475-52996 0.627770 0.355087 0.054062 0.180000 4551.896028  C    M 1.513400 0.355087 0.054062
      1427-161-52996 2.012650 1.809039 0.220736 0.200000 8424.574460  B    M 2.439800 1.809039 0.220736
      1427-479-52996 0.455900 1.261762 0.271997 0.300000 4071.278760  E    M 1.963700 1.261762 0.271997
      1427-479-52996 0.603970 2.661521 0.514972 0.230000 4485.341708  D    M 1.963700 2.661521 0.514972
      1427-622-52996 0.578420 1.818274 0.157119 0.240000 4413.893688  C    M 1.371200 1.818274 0.157119
      1427-285-52996 1.563600 1.068809 0.085427 0.190000 7168.851040  A   MC 1.563900 1.068809 0.085427
       1427-30-52996 1.026080 0.738865 0.108584 0.200000 5665.730112  C    M 2.101600 0.738865 0.108584
      1427-390-52996 0.552110 0.499965 0.051543 0.100000 4340.320404  C    M 0.548200 0.499965 0.051543
      1263-106-52708 0.928050 0.675812 0.168564 0.210000 5391.599020  D    M 1.516700 0.675812 0.168564
      1263-141-52708 0.373400 1.708898 0.333479 0.290000 3840.575760  C    M 1.987500 1.708898 0.333479
      1263-569-52708 0.593310 1.324915 0.178873 0.250000 4455.532084  D    M 2.191600 1.324915 0.178873
      1263-569-52708 2.196300 1.817101 0.207427 0.350000 8938.133320  A   CF 2.191600 1.817101 0.207427
      1263-325-52708 1.547760 4.838760 0.474927 0.480000 7124.556064  A   MF 1.562900 4.838760 0.474927
      1263-634-52708 1.272910 1.030397 0.203264 0.410000 6355.965524  D    M 1.320600 1.030397 0.203264
      1263-279-52708 1.345090 0.888239 0.215770 0.310000 6557.809676  C    M 3.367400 0.888239 0.215770
      1263-245-52708 0.403670 0.661836 0.074091 0.090000 3925.222788  C    M 1.726200 0.661836 0.074091
       1263-49-52708 0.848660 1.130008 0.219619 0.340000 5169.592824  C    M 1.637700 1.130008 0.219619
      1263-606-52708 0.819920 1.253901 0.184623 0.360000 5089.224288  E    M 2.296700 1.253901 0.184623
       374-335-51791 1.518770 0.765850 0.154837 0.400000 7043.488428  D    M 1.850600 0.765850 0.154837
       374-335-51791 1.797660 3.079002 0.360301 0.400000 7823.376424  C    M 1.850600 3.079002 0.360301
       374-335-51791 1.800880 1.760518 0.199580 0.400000 7832.380832  C    M 1.850600 1.760518 0.199580
       374-575-51791 0.453700 0.420995 0.098370 0.110000 4065.126680  C    M 0.862000 0.420995 0.098370
       374-295-51791 1.111500 1.286289 0.268056 0.220000 5904.598600  C    M 1.959000 1.286289 0.268056
       374-246-51791 1.637630 1.235579 0.185773 0.360000 7375.868532  A   MC 1.659000 1.235579 0.185773
       374-275-51791 1.854590 1.266382 0.300919 0.310000 7982.575476  D    M 2.101100 1.266382 0.300919
       374-521-51791 0.569770 0.851717 0.173911 0.570000 4389.704828  D    M 1.415100 0.851717 0.173911
        836-17-52376 1.022850 1.023803 0.184393 0.230000 5656.697740  D    M 1.331200 1.023803 0.184393
        836-17-52376 1.269120 0.513415 0.109734 0.230000 6345.367168  D    M 1.331200 0.513415 0.109734
       836-480-52376 1.142400 0.813574 0.167102 0.230000 5991.007360  C    M 1.588600 0.813574 0.167102
       836-480-52376 1.433200 0.637021 0.131514 0.230000 6804.200480  D    M 1.588600 0.637021 0.131514
       836-480-52376 1.578830 1.817103 0.126026 0.230000 7211.440212  A   MF 1.588600 1.817103 0.126026
       836-311-52376 0.919900 0.568259 0.134903 0.200000 5368.808360  D    M 1.179800 0.568259 0.134903
       836-458-52376 1.851500 1.031387 0.161669 0.200000 7973.934600  A   MF 2.435400 1.031387 0.161669
       910-150-52377 0.554820 0.611003 0.126703 0.360000 4347.898648  D    M 1.857900 0.611003 0.126703
        910-60-52377 0.761940 0.738958 0.153240 0.170000 4927.089016  C    M 2.973800 0.738958 0.153240
       910-328-52377 0.431570 0.564415 0.128530 0.140000 4003.242348  D    M 0.553500 0.564415 0.128530
       910-145-52377 0.652050 0.407978 0.095639 0.110000 4619.792620  D    M 1.235100 0.407978 0.095639
       910-239-52377 0.769840 0.339579 0.083058 0.130000 4949.180576 C*    M 1.462500 0.339579 0.083058
       910-305-52377 0.679150 0.860554 0.206057 0.240000 4695.575060  D    M 1.014600 0.860554 0.206057
       910-246-52377 1.229520 0.386630 0.073558 0.240000 6234.629728  D    M 1.549800 0.386630 0.073558
       910-560-52377 0.706410 0.871420 0.205109 0.220000 4771.804924  D    M 2.030400 0.871420 0.205109
       910-619-52377 0.498870 1.913441 0.227505 0.450000 4191.440068  E    M 1.754700 1.913441 0.227505
       910-619-52377 0.885310 0.273695 0.059407 0.240000 5272.080884  D    M 1.754700 0.273695 0.059407
       910-619-52377 1.592170 0.806660 0.200990 0.240000 7248.744188  C    M 1.754700 0.806660 0.200990
       910-619-52377 1.596690 1.018604 0.142104 0.240000 7261.383916 C*    M 1.754700 1.018604 0.142104
       910-161-52377 0.588260 1.840379 0.122146 0.250000 4441.410264  A    M 0.593500 1.840379 0.122146
       910-556-52377 0.679560 0.916311 0.087523 0.180000 4696.721584  E    M 2.035600 0.916311 0.087523
       910-556-52377 0.914910 0.820404 0.136299 0.150000 5354.854324  B    M 2.035600 0.820404 0.136299
       910-344-52377 1.620830 1.831481 0.237329 0.220000 7328.889012  C    M 1.687300 1.831481 0.237329
       910-344-52377 1.628990 1.407004 0.211488 0.220000 7351.707636  D    M 1.687300 1.407004 0.211488
       910-355-52377 0.440700 0.321372 0.072187 0.140000 4028.773480  D    M 1.171400 0.321372 0.072187
       910-398-52377 0.425850 0.780587 0.181646 0.220000 3987.246940  C    M 1.144800 0.780587 0.181646
       584-239-52049 0.727710 0.529024 0.130809 0.240000 4831.368244  D    M 2.136400 0.529024 0.130809
       584-239-52049 2.013020 1.999323 0.349483 0.240000 8425.609128  B    M 2.136400 1.999323 0.349483
       584-239-52049 2.017960 2.357221 0.441358 0.240000 8439.423344  B    M 2.136400 2.357221 0.441358
       584-428-52049 0.605640 0.703769 0.175631 0.130000 4490.011696 C*   MF 1.962300 0.703769 0.175631
       584-577-52049 1.924290 0.862090 0.089252 0.110000 8177.484556  A   MC 1.933300 0.862090 0.089252
       584-447-52049 1.364550 0.588273 0.131103 0.210000 6612.227620  B    M 1.767800 0.588273 0.131103
       584-281-52049 2.017660 1.571748 0.219044 0.270000 8438.584424 C*    M 2.234600 1.571748 0.219044
       584-570-52049 1.593920 0.618755 0.153821 0.200000 7253.637888  C    M 1.843200 0.618755 0.153821
       584-404-52049 0.893900 3.075664 0.220709 0.370000 5296.101960  C    M 0.926500 3.075664 0.220709
       584-404-52049 0.897520 3.393377 0.218707 0.370000 5306.224928  B    M 0.926500 3.393377 0.218707
       584-343-52049 1.993060 0.724342 0.152687 0.250000 8369.792984  D    M 2.662700 0.724342 0.152687
       584-501-52049 0.672060 0.742198 0.167458 0.210000 4675.748584  B    M 1.207800 0.742198 0.167458
       584-501-52049 1.048300 0.363228 0.064932 0.210000 5727.866120  D    M 1.207800 0.363228 0.064932
       584-321-52049 0.770300 0.179066 0.043495 0.090000 4950.466920  C    M 0.788100 0.179066 0.043495
       584-198-52049 1.110190 1.979917 0.473891 0.400000 5900.935316  D    M 1.439700 1.979917 0.473891
       584-391-52049 1.779080 1.996704 0.298660 0.210000 7771.419312  D    M 2.051600 1.996704 0.298660
       584-255-52049 1.124410 1.246934 0.257013 0.280000 5940.700124  D    M 1.740300 1.246934 0.257013
       584-255-52049 1.578510 0.630209 0.153189 0.280000 7210.545364 C*    M 1.740300 0.630209 0.153189
        584-36-52049 2.012730 1.399063 0.246288 0.300000 8424.798172  C    M 2.048700 1.399063 0.246288
       584-390-52049 1.086430 0.676754 0.118384 0.120000 5834.492852  C    M 1.793900 0.676754 0.118384
        584-43-52049 2.010530 2.565329 0.309912 0.360000 8418.646092  C    M 2.898100 2.565329 0.309912
        584-43-52049 2.012780 1.731955 0.230020 0.360000 8424.937992  C    M 2.898100 1.731955 0.230020
        584-43-52049 2.025190 1.756584 0.271057 0.360000 8459.641316  D    M 2.898100 1.756584 0.271057
      1822-287-53172 1.030310 0.521103 0.090627 0.140000 5677.558884  D    M 3.156500 0.521103 0.090627
      1822-287-53172 1.284020 0.523638 0.051663 0.130000 6387.033528  B    M 3.156500 0.523638 0.051663
      1822-287-53172 1.455790 0.343270 0.066374 0.120000 6867.371156  B    M 3.156500 0.343270 0.066374
      1822-166-53172 1.417150 0.305318 0.058333 0.100000 6759.318260  D    M 2.085400 0.305318 0.058333
      1822-166-53172 1.578060 0.271522 0.065165 0.100000 7209.286984  C   MC 2.085400 0.271522 0.065165
      1822-606-53172 1.626470 2.294715 0.124502 0.230000 7344.660708  B    M 2.365400 2.294715 0.124502
      1822-606-53172 1.634960 1.439491 0.114233 0.230000 7368.402144  E    M 2.365400 1.439491 0.114233
      1822-606-53172 1.698540 1.573814 0.101907 0.230000 7546.197256  B    M 2.365400 1.573814 0.101907
      1822-223-53172 2.011400 1.986784 0.458591 0.290000 8421.078960 C*    M 2.056000 1.986784 0.458591
      1822-637-53172 1.607630 1.297730 0.091271 0.180000 7291.976532  C    M 1.973500 1.297730 0.091271
      1822-637-53172 1.627060 1.705709 0.100493 0.180000 7346.310584  C    M 1.973500 1.705709 0.100493
      1822-297-53172 1.463560 0.663268 0.135982 0.230000 6889.099184  C    M 1.607900 0.663268 0.135982
      1822-297-53172 1.467070 1.168187 0.187267 0.230000 6898.914548  B    M 1.607900 1.168187 0.187267
      1822-297-53172 1.471600 0.878378 0.147678 0.230000 6911.582240 E*    M 1.607900 0.878378 0.147678
      1822-490-53172 0.619000 0.572576 0.123533 0.260000 4527.371600  C    M 0.704400 0.572576 0.123533
       912-192-52427 0.493290 1.085523 0.248445 0.280000 4175.836156  C    M 0.579100 1.085523 0.248445
       912-617-52427 1.455530 1.007115 0.197106 0.450000 6866.644092 C*    M 1.789200 1.007115 0.197106
       912-598-52427 2.010930 0.361682 0.025241 0.070000 8419.764652 C*    M 2.095100 0.361682 0.025241
         912-3-52427 1.475340 0.659707 0.139779 0.320000 6922.040776  C    M 2.286900 0.659707 0.139779
         912-3-52427 1.858890 2.282005 0.494248 0.320000 7994.599996  D    M 2.286900 2.282005 0.494248
         912-3-52427 2.251970 2.965587 0.447729 0.320000 9093.808908  A   CF 2.286900 2.965587 0.447729
       912-450-52427 1.028890 1.534829 0.371632 0.360000 5673.587996 C*    M 1.922800 1.534829 0.371632
       912-572-52427 0.983800 2.024902 0.131566 0.140000 5547.498320  C    M 2.768200 2.024902 0.131566
       912-572-52427 2.019090 2.212918 0.329901 0.160000 8442.583276  C   MC 2.768200 2.212918 0.329901
       912-614-52427 0.816120 1.591305 0.265952 0.350000 5078.597968  C    M 1.860100 1.591305 0.265952
       912-614-52427 1.789710 2.190909 0.348423 0.330000 7801.145044  C    M 1.860100 2.190909 0.348423
       912-614-52427 1.794540 2.402184 0.298797 0.330000 7814.651656  E    M 1.860100 2.402184 0.298797
       912-614-52427 1.799760 2.729520 0.321099 0.330000 7829.248864  C    M 1.860100 2.729520 0.321099
       912-614-52427 1.801810 2.661494 0.209151 0.330000 7834.981484  C    M 1.860100 2.661494 0.209151
        912-12-52427 0.419240 1.855218 0.410783 0.440000 3968.762736  D    M 1.393000 1.855218 0.410783
        912-12-52427 0.728450 0.489456 0.109925 0.320000 4833.437580  C    M 1.393000 0.489456 0.109925
       912-264-52427 0.820000 0.769780 0.141758 0.380000 5089.448000  D    M 1.214100 0.769780 0.141758
        912-93-52427 0.820460 0.703119 0.082946 0.160000 5090.734344  C    M 2.311500 0.703119 0.082946
        912-93-52427 1.980350 0.952573 0.176825 0.170000 8334.250740  D    M 2.311500 0.952573 0.176825
       912-314-52427 1.234480 0.278365 0.066682 0.170000 6248.499872  D    M 1.708600 0.278365 0.066682
       912-204-52427 0.991520 3.736342 0.295252 0.230000 5569.086528  C    M 1.285800 3.736342 0.295252
        912-74-52427 1.214110 0.914589 0.109751 0.270000 6191.537204  C    M 1.218000 0.914589 0.109751
      1204-398-52669 0.660290 0.643863 0.076493 0.120000 4642.834956  C    M 1.994400 0.643863 0.076493
      1204-597-52669 0.490680 1.491266 0.352859 0.460000 4168.537552 C*    M 1.333600 1.491266 0.352859
      1204-597-52669 1.299940 0.751759 0.183048 0.390000 6431.552216  D    M 1.333600 0.751759 0.183048
      1204-250-52669 0.839700 0.518563 0.128282 0.250000 5144.537080  D    M 1.856300 0.518563 0.128282
      1204-250-52669 1.330340 0.988268 0.224002 0.250000 6516.562776  C    M 1.856300 0.988268 0.224002
      1204-555-52669 0.493540 0.462659 0.107798 0.200000 4176.535256  B    M 1.741300 0.462659 0.107798
       1204-32-52669 0.613660 0.324108 0.062591 0.200000 4512.438824  D    M 1.683900 0.324108 0.062591
      1204-266-52669 1.005720 1.085396 0.071296 0.140000 5608.795408  A   MF 1.008300 1.085396 0.071296
      1204-374-52669 0.724710 0.670837 0.127558 0.290000 4822.979044  C    M 2.116700 0.670837 0.127558
      1204-374-52669 1.794320 1.321610 0.169272 0.260000 7814.036448  C    M 2.116700 1.321610 0.169272
      1204-374-52669 1.794850 1.375029 0.145983 0.260000 7815.518540  C    M 2.116700 1.375029 0.145983
      1204-374-52669 2.010270 2.703080 0.327213 0.260000 8417.919028  B    M 2.116700 2.703080 0.327213
      1045-176-52725 0.630140 1.285779 0.103672 0.210000 4558.523496  A   MF 0.632400 1.285779 0.103672
       1045-57-52725 0.409440 1.582898 0.327790 0.600000 3941.358016  C    M 1.852800 1.582898 0.327790
       1045-57-52725 1.330950 0.427294 0.101246 0.310000 6518.268580  D    M 1.852800 0.427294 0.101246
      1045-618-52725 1.601330 2.268839 0.437853 0.330000 7274.359212  A    M 3.939100 2.268839 0.437853
      1045-321-52725 0.765790 0.896483 0.215767 0.270000 4937.855156  D    M 2.893100 0.896483 0.215767
      1045-321-52725 0.991510 1.323619 0.235500 0.300000 5569.058564  C    M 2.893100 1.323619 0.235500
      1045-139-52725 1.430740 0.636020 0.117248 0.200000 6797.321336  D    M 1.755500 0.636020 0.117248
      1045-502-52725 1.170820 1.095439 0.103187 0.280000 6070.481048  A   MF 1.169800 1.095439 0.103187
      1045-372-52725 1.600820 1.427242 0.205704 0.400000 7272.933048  C    M 1.735600 1.427242 0.205704
      1045-363-52725 0.512110 4.354842 0.542950 0.310000 4228.464404  C    M 2.040900 4.354842 0.542950
      1045-363-52725 0.681370 5.795274 0.722625 0.240000 4701.783068  C    M 2.040900 5.795274 0.722625
      1045-338-52725 0.519610 0.765986 0.103316 0.310000 4249.437404  D    M 1.529200 0.765986 0.103316
      1045-338-52725 0.853320 0.682559 0.146224 0.290000 5182.624048  C    M 1.529200 0.682559 0.146224
       1045-89-52725 1.178010 0.528464 0.090450 0.200000 6090.587164  C    M 3.008200 0.528464 0.090450
        1045-2-52725 0.746220 1.141895 0.241092 0.260000 4883.129608  D    M 1.312300 1.141895 0.241092
      1045-536-52725 0.550950 4.461137 0.186982 0.200000 4337.076580  E    M 2.155800 4.461137 0.186982
      1045-536-52725 0.682130 0.392360 0.070149 0.170000 4703.908332  C    M 2.155800 0.392360 0.070149
        518-23-52282 0.412410 0.744118 0.131690 0.280000 3949.663324  D    M 1.011500 0.744118 0.131690
       518-186-52282 1.901700 1.353345 0.146466 0.210000 8114.313880  A   MC 1.917900 1.353345 0.146466
       518-321-52282 0.423420 0.898540 0.208652 0.200000 3980.451688  D    M 0.761800 0.898540 0.208652
       518-321-52282 0.742050 0.649235 0.159582 0.200000 4871.468620  C    M 0.761800 0.649235 0.159582
       518-321-52282 0.754720 0.259301 0.057559 0.200000 4906.899008  D    M 0.761800 0.259301 0.057559
       518-192-52282 1.109860 3.863763 0.939873 0.570000 5900.012504  D    M 3.687900 3.863763 0.939873
       518-286-52282 1.297780 0.231528 0.057882 0.110000 6425.511992  D    M 1.399300 0.231528 0.057882
       518-178-52282 0.868260 0.785758 0.112939 0.160000 5224.402264  C    M 1.255900 0.785758 0.112939
       518-469-52282 1.222300 0.640328 0.157045 0.270000 6214.439720  D    M 1.702400 0.640328 0.157045
       518-122-52282 1.537500 0.518227 0.124532 0.210000 7095.865000  D    M 1.733800 0.518227 0.124532
        518-66-52282 1.722460 1.232709 0.243530 0.260000 7613.087144  A    M 2.347500 1.232709 0.243530
       518-163-52282 1.731870 5.058806 0.329079 0.200000 7639.401268  A    F 2.007600 5.058806 0.329079
       518-630-52282 1.972270 3.327760 0.217006 0.320000 8311.655828  B    M 3.127800 3.327760 0.217006
       518-630-52282 1.983120 2.196023 0.115986 0.320000 8341.996768  E    M 3.127800 2.196023 0.115986
       518-630-52282 1.989070 2.322796 0.245561 0.320000 8358.635348 C*    M 3.127800 2.322796 0.245561
       818-140-52395 0.929390 2.574907 0.128020 0.250000 5395.346196  B    M 0.930500 2.574907 0.128020
       818-316-52395 1.231660 1.140855 0.218671 0.160000 6240.614024  D    M 2.085800 1.140855 0.218671
       818-316-52395 1.848000 0.906601 0.211728 0.160000 7964.147200  B    M 2.085800 0.906601 0.211728
       818-292-52395 0.583460 1.412098 0.353024 0.400000 4427.987544  D    M 2.331600 1.412098 0.353024
       818-292-52395 1.982250 2.240925 0.437589 0.250000 8339.563900  C    M 2.331600 2.240925 0.437589
       818-292-52395 1.990570 1.808351 0.205981 0.250000 8362.829948 D*    M 2.331600 1.808351 0.205981
         818-5-52395 0.425290 2.887132 0.656007 0.890000 3985.680956  D    M 0.450900 2.887132 0.656007
       818-132-52395 0.404980 6.682657 1.588635 1.510000 3928.886072  D    M 1.743500 6.682657 1.588635
       818-543-52395 2.013930 1.782059 0.335774 0.110000 8428.153852  E    M 2.138200 1.782059 0.335774
       818-543-52395 2.021110 1.154543 0.121148 0.110000 8448.232004  D    M 2.138200 1.154543 0.121148
       818-543-52395 2.033060 1.307920 0.138474 0.110000 8481.648984  D    M 2.138200 1.307920 0.138474
       818-123-52395 1.784500 1.745017 0.424493 0.310000 7786.575800  D    M 3.281300 1.745017 0.424493
       818-123-52395 1.794640 1.117496 0.234019 0.310000 7814.931296  B    M 3.281300 1.117496 0.234019
       818-123-52395 1.856560 2.413742 0.297911 0.310000 7988.084384  C    M 3.281300 2.413742 0.297911
       818-123-52395 1.861020 1.809145 0.329253 0.310000 8000.556328  E    M 3.281300 1.809145 0.329253
       818-123-52395 1.868540 1.777211 0.336408 0.310000 8021.585256  C    M 3.281300 1.777211 0.336408
       818-224-52395 1.806740 0.596421 0.141089 0.220000 7848.767736  E    M 2.610700 0.596421 0.141089
