0974-561-52427 2.02330 18.45 1.91398   A   MC 3.98000 0.44100 2.64400 0.43300 0.03680   0   0 good
0936-188-52705 2.62000 19.04 0.99269   A    F 5.07400 0.30000 4.64900 0.12200 0.53490   1   1 good
0501-606-52235 2.12450 18.07 1.95968   A   MF 3.15500 0.21000 3.82200 0.53300 0.05414   1   1 good
1375-553-53084 1.96060 18.18 0.43996   D    M 1.12900 0.16800 0.92200 0.25100 0.61739   0   0 good
1020-490-52721 1.93640 18.90 1.29956   A   MF 3.60800 0.31200 3.02300 0.29600 0.23971   1   1 good
0382-506-51816 1.24040 19.55 1.14015   A   MF 3.46900 0.58000 3.21600 0.51300 0.04575   0   0 good
1689-256-53177 1.91060 19.24 0.79258   A   MF 1.99700 0.34800 2.24500 0.40500 0.44999   0   0 good
0422-128-51811 1.22850 19.00 1.14782   C    M 3.31600 0.40200 1.58200 0.34000 0.03686   0   0 good
1389-112-53135 1.05410 18.89 0.80501   A   MF 2.29600 0.21300 1.06400 0.23100 0.12855   0   0 good
0909-321-52379 1.59360 18.88 0.51254  C*    M 1.20300 0.27100 2.25000 0.31200 0.49241   0   0 good
1319-568-52791 1.62640 17.59 0.50492   C    M 0.66100 0.10600 0.52600 0.12300 0.50566   0   0 good
0779-593-52342 1.50500 18.56 1.29364   A   MF 2.98700 0.24200 2.73900 0.24600 0.08792   0   0 good
0433-512-51873 2.58370 18.64 1.46226   B    M 4.60800 0.24700 3.28100 0.24100 0.35864   0   0 good
0573-324-52325 1.49460 16.62 0.75425   C    M 0.35800 0.07500 0.29900 0.05600 0.33822   0   0 good
1433-123-53035 1.80220 19.06 1.06040   A   MF 4.13100 0.45700 2.39300 0.39300 0.29816   1   1 good
1680-241-53171 1.55340 18.83 0.96556   A   MF 2.48300 0.22400 2.36400 0.23800 0.25584   0   0 good
1000-303-52643 2.00120 18.79 1.51699   A  MCF 8.03300 0.38600 7.05900 0.40900 0.17417   1   1 good
0933-578-52642 2.02900 18.22 1.67173   A  MCF 1.97000 0.23200 0.76600 0.18000 0.12485   0   0 good
0785-148-52339 1.72760 18.79 0.76466   A   MF 3.64400 0.35800 3.13900 0.43500 0.40987   0   0 good
1297-517-52963 3.98670 18.21 1.51014   B    M 4.31900 0.19900 3.11900 0.17900 0.59568   0   0 good
0494-574-51915 0.95040 19.00 0.48106   C    M 0.73800 0.18000 1.03700 0.17600 0.26853   0   0 good
0609-278-52339 1.57140 18.50 1.26350   A   MF 3.86400 0.24400 2.80900 0.23100 0.12685   0   0 good
1162-282-52668 1.88590 18.79 0.72391   C    M 2.16800 0.48600 1.56300 0.34300 0.47402   1   1 good
0629-179-52051 1.54420 18.30 1.29403   C    M 1.46200 0.20100 0.63600 0.14500 0.10312   0   0 good
1168-029-52731 0.87830 18.64 0.64138   B    M 1.08000 0.21200 1.23500 0.21900 0.13401   0   0 good
1600-276-53090 4.27210 18.54 1.60060   A    M 5.01900 0.37600 4.45000 0.34800 0.60859   0   0 good
1046-038-52460 1.17300 19.08 0.49984   C    M 2.39000 0.43400 1.50900 0.33100 0.35465   0   0 good
0818-470-52395 1.97520 19.00 1.19107   A   MF 1.87600 0.24800 2.04200 0.30400 0.29673   0   0 good
1604-246-53078 2.47550 18.21 1.78646   A  MCF 3.40200 0.26900 3.22200 0.24300 0.21743   0   0 good
1216-352-52709 1.49670 17.68 1.16172   C    M 1.22200 0.15100 1.04000 0.15100 0.14309   0   0 good
0587-051-52026 1.78730 19.06 0.56914   B    M 2.67800 0.29600 2.42800 0.25000 0.51868   0   0 good
1052-157-52466 1.70940 18.16 1.62240   A  MCF 1.55100 0.34300 2.09400 0.23800 0.03263   0   0 good
0462-477-51909 1.67150 18.47 1.29653   C    M 1.89800 0.21400 1.20400 0.20000 0.15009   0   0 good
1327-233-52781 2.08290 19.43 1.84063   A    F 8.87500 1.29400 6.42600 1.41900 0.08166   0   0 good
0541-186-51959 2.09430 19.00 0.91136   C    M 1.96400 0.27300 1.13700 0.20900 0.44765   0   0 good
0387-531-51791 0.95280 17.88 0.49643   B    M 0.49400 0.09000 0.72500 0.16100 0.26009   0   0 good
1440-600-53084 1.24370 18.98 0.44265   C    M 1.53000 0.27800 1.45600 0.32000 0.41499   0   0 good
0912-237-52427 1.53440 18.94 1.17940   C    M 2.47300 0.42900 2.16200 0.34000 0.14979   0   0 good
1602-449-53117 0.71030 17.69 0.49895   C    M 1.43100 0.15100 0.71500 0.11400 0.13113   0   0 good
0501-462-52235 2.00800 19.23 0.62448   C    M 1.22600 0.20600 0.91000 0.22600 0.54840   0   0 good
