      0656-110-52148 0.4163   C 1  0.6 1
      0656-110-52148 0.9110   A 1  0.9 1
      0419-002-51879 1.3889   C 1  0.7 0
      0419-620-51879 0.6441   B 1  0.9 1
      0656-081-52148 1.2112   B 1  1.0 1
      0656-044-52148 0.6245   C 1  0.5 1
      0420-352-51871 0.8526   A 1  1.0 1
      0394-242-51913 0.8690   C 1  1.0 1
      0394-242-51913 1.3865   B 1  0.9 1
      0394-242-51913 0.4787   C 1  0.6 1
      0394-336-51913 0.6288   C 1  0.5 0
      0394-336-51913 0.9977  C* 1  0.0 0
      0394-336-51913 1.7991   A 1  1.0 1
      0394-336-51913 1.5610   A 1  1.0 1
      0656-570-52148 1.9666   A 1  0.9 1
      0656-570-52148 0.9843   A 1  1.0 1
      0419-617-51879 0.8535   A 1  1.0 1
      0656-562-52148 0.5400  E* 1  0.0 0
